rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
180,"spotify:track:6QjpEvmiZIM9qgTQhg5dzi","Night Skinny, Paky, Noyz Narcos, Geolier, Shiva","Giorni Contati (con Paky, Noyz Narcos, Geolier & Shiva)","Universal Music Italia srL.",4,159,22,"359558"
181,"spotify:track:2i8vSdlmDhFscyM40CJUcs","Rose Villain, Tony Effe","Michelle Pfeiffer (feat. Tony Effe)","Columbia",24,135,27,"357383"
182,"spotify:track:4ySxBjhmdnkeFUqhKxW3cY","Sfera Ebbasta","Visiera A Becco","Universal Music Italia srL.",63,185,106,"356453"
183,"spotify:track:5IZizTD3g3isFOpIpDU8l0","Geolier","LONELY","Columbia",13,140,6,"346656"
184,"spotify:track:6AYOo1nHXrlavSQwNW1HIV","Gianluca Grignani","Destinazione Paradiso - Remastered","Universal Music Italia srL.",184,-1,1,"345089"
185,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",8,169,31,"344171"
186,"spotify:track:7p61OgG8P2p0zdH2lNLUU3","Rose Villain, Tedua","Due Facce (feat. Tedua)","Columbia",48,143,4,"336812"
187,"spotify:track:7zjKhk5vABZhvi9Qy0i6mm","Ultimo","Ti va di stare bene","Ultimo Records",23,182,12,"336392"
188,"spotify:track:60nw7bwqYjVsrccNjF6TMO","Coma_Cose","Fiamme negli occhi","Asian Fake",7,-1,31,"335414"
189,"spotify:track:5LZVK19ieaV8Mk9FsqTL3F","Pinguini Tattici Nucleari","Ridere","RCA Records Label",31,160,151,"334747"
190,"spotify:track:2bTt0QXf4b1gmIhD4zyXxP","Guè, Marracash, Rkomi","Free (feat. Marracash & Rkomi)","Universal Music Italia srL.",10,113,5,"334440"
191,"spotify:track:2jLUl0xElM30KU1dDXnVIF","Tananai","SESSO OCCASIONALE","Universal Music Italia srL.",7,-1,34,"334040"
192,"spotify:track:6lQsOSs2QlHJSrW0vsNlbK","Stefano Lentini, Raiz","Ddoje mane","Rai Com",192,-1,1,"333475"
193,"spotify:track:6PvU3vryREEEAe3vQ6EWxe","Shiva","Soldi Puliti","Milano Ovest",5,175,47,"331787"
194,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",107,178,28,"331255"
195,"spotify:track:2r3tMClmk1Cw974ByW20ny","Nabi","Plaquette","Columbia",55,183,25,"330960"
196,"spotify:track:71r3UlkV7sWvUYjas5paqi","Pinguini Tattici Nucleari","Scrivile Scemo","RCA Records Label",15,180,107,"329351"
197,"spotify:track:6GLmGfALwjzCaOiHwgfU7g","Ultimo","Ti dedico il silenzio","Honiro",35,-1,95,"328618"
198,"spotify:track:4T7nI6RllPyFPXJtIAtC7l","Nitro","Pleasantville","Epic",140,194,26,"328079"
199,"spotify:track:6HVRRlc2sBlkcKEkhlsp86","Massimo Pericolo, Crookers","STUPIDO","Epic",16,195,97,"327993"
200,"spotify:track:19ik2WLPpAWJIy3k3Q2a2L","Guè","Prefissi","Universal Music Italia srL.",12,133,5,"327160"
