rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
97,"spotify:track:7E78vk7szNr8GqZO0gjMWf","Artigeardit","Til Mig Selv","Universal Music A/S",16,47,3,"91418"
98,"spotify:track:7AwNzjpMLHvlkbgOc5MVKI","Mike Lowrey, Gobs, Thomas Helmig","Stupid Man (feat. Gobs & Thomas Helmig)","Immobiliare Records",2,109,36,"91275"
99,"spotify:track:0RcrxkcFT5FJpDgaXmzIEF","Suspekt","Gonzo","Universal Music A/S",3,86,192,"90358"
100,"spotify:track:6a2itcAnQzfViAiAly2Eg8","The Minds Of 99","Alle Skuffer Over Tid - Single Edit","No3",31,108,162,"89695"
101,"spotify:track:0zKbDrEXKpnExhGQRe9dxt","Tiësto","Lay Low","Musical Freedom",58,98,6,"89146"
102,"spotify:track:3GZD6HmiNUhxXYf8Gch723","Frank Ocean","Lost","Red Zone Entertainment / IDJ",27,90,54,"88374"
103,"spotify:track:789CxjEOtO76BVD1A9yJQH","Rihanna, Mikky Ekko","Stay","Def Jam Recordings",103,130,6,"88165"
104,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",49,76,21,"87900"
105,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,104,168,"87680"
106,"spotify:track:4nrPB8O7Y7wsOCJdgXkthe","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53","DALE PLAY Records",31,67,5,"87409"
107,"spotify:track:2CADfaZxhMXVRANjvmyLRG","Merro8","Lakers","Immobiliare Records",107,-1,1,"87082"
108,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",3,101,30,"86883"
109,"spotify:track:1zv3WFUbZ5vPxFq9I2jAU1","Rihanna, Calvin Harris","We Found Love","Def Jam Recordings",109,-1,2,"86359"
110,"spotify:track:3a6GwXyS27Phmpr9XMv1h7","Gilli","Miami Vicer","Universal Music A/S",6,106,57,"85752"
111,"spotify:track:4zN21mbAuaD0WqtmaTZZeP","James Hype, Miggy Dela Rosa","Ferrari","Universal-Island Records Ltd.",7,91,37,"85403"
112,"spotify:track:5JpI77kH18RMNM0WmPtx99","Artigeardit, Lamin","Hvor Fuck Er Min Drink? (Artigeardit X Lamin)","Universal Music A/S",12,102,70,"83999"
113,"spotify:track:5zyEUkL2SNiJQ4iQVnhWkk","Suspekt","Kinky Fætter","Universal Music A/S",73,100,60,"83276"
114,"spotify:track:2yPoXCs7BSIUrucMdK5PzV","Rihanna, JAY-Z","Umbrella","Def Jam Recordings",114,-1,1,"83157"
115,"spotify:track:1ugQtcwmKOXvKAYzhjncmv","Dean Lewis","Half A Man","Universal Music Australia Pty. Ltd.",1,97,57,"83038"
116,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",3,115,78,"82404"
117,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",63,93,8,"81987"
